match_id,tournament,match_date,team1_name,team2_name,odds_team1_decimal,odds_team2_decimal,odds_team1_american,odds_team2_american,score_team1,score_team2,winner,player_ids_team1,player_ids_team2,patch,match_type,scrape_date,result,wins_team_1,wins_team_2,n_games,first_game_start,last_game_start,composition_team1,composition_team2,favorite_won,betting_implied_prob,team_1_won,estimated_probability,kelly_team1,kelly_team2,bet_side,kelly,bet_odds,bet_win,bankroll,prev_bankroll,ret,logret,cutoff
"8344851788, 8344929486",Dota 2 PGL Wallachia Season 5,2025-06-22,Tundra Esports,Avulus,1.09000900090009,6.38,-1111,538,0,0,1,NA,NA,58,NA,2025-06-22,2 - 0,2,0,2,2025-06-22T07:02:11Z,2025-06-22T08:18:14Z,86698277_93618577_103735745_127617979_136829091,50580004_94155156_106755427_115464954_155162307,TRUE,0.854081969543979,1,0.9170993883577574,0,0,0,0,1,NA,52.66015147228407,52.66015147228407,0,0,2025-06-09
"8346490774, 8346579796",Dota 2 PGL Wallachia Season 5,2025-06-23,Avulus,Heroic,2.66,1.4201680672268908,166,-238,NA,NA,2,NA,NA,58,NA,2025-06-23,0 - 2,0,2,2,2025-06-23T11:19:52Z,2025-06-23T12:36:53Z,50580004_94155156_106755427_115464954_155162307,81306398_131303632_157989498_177203952_292921272,TRUE,0.3480660707665692,0,0.2319772454771974,0,0.21591691028707313,2,0.21591691028707313,1.4201680672268908,TRUE,57.43755365763905,52.66015147228407,0.09072139087692156,0.08683930382306965,2025-06-09
"8346502952, 8346565970",Dota 2 PGL Wallachia Season 5,2025-06-23,Aurora,Gaimin Gladiators,1.6993006993006992,2.04,-143,104,NA,NA,2,NA,NA,58,NA,2025-06-23,0 - 2,0,2,2,2025-06-23T11:34:28Z,2025-06-23T12:28:47Z,108958769_124801257_256156323_431770905_858106446,16497807_93817671_97590558_171262902_221666230,FALSE,0.5455565529622981,0,0.5074297916814378,0,0.0046569470864105764,2,0.0046569470864105764,2.04,TRUE,57.7157366517218,57.43755365763905,0.004843224969866908,0.004831534287686186,2025-06-09
"8346681807, 8346775035, 8346893969",Dota 2 PGL Wallachia Season 5,2025-06-23,Nigma Galaxy,Virtus.pro,1.598802395209581,2.22,-167,122,NA,NA,1,NA,NA,58,NA,2025-06-23,2 - 1,2,1,3,2025-06-23T13:53:23Z,2025-06-23T16:20:17Z,101356886_111620041_140297552_152168157_206642367,122817493_152455523_161839895_177411785_210053851,TRUE,0.5813340859911563,1,0.4627511560881733,0,0.15794461761004536,2,0.15794461761004536,2.22,FALSE,48.59984669618352,57.7157366517218,-0.15794461761004536,-0.17190949209295583,2025-06-09
"8346674422, 8346781135, 8346867930",Dota 2 PGL Wallachia Season 5,2025-06-23,Team Spirit,Natus Vincere,1.130039011703511,5.16,-769,416,NA,NA,1,NA,NA,58,NA,2025-06-23,2 - 1,2,1,3,2025-06-23T13:42:24Z,2025-06-23T16:04:15Z,106305042_113331514_302214028_321580662_847565596,115651292_167976729_190826739_320219866_346412363,TRUE,0.8203446736020376,1,0.8248529542145376,0,0,0,0,1,NA,48.59984669618352,48.59984669618352,0,0,2025-06-09
"8346288794, 8346334592",Dota 2 PGL Wallachia Season 5,2025-06-23,Team Tidebound,Wildcard Gaming,1.21978021978022,3.8,-455,280,0,0,1,NA,NA,58,NA,2025-06-23,2 - 0,2,0,2,2025-06-23T07:00:24Z,2025-06-23T08:06:54Z,111114687_118134220_150961567_173978074_320252024,81475303_90423751_154974246_160119017_191362875,TRUE,0.7570052539404553,1,0.8799690018262313,0.33382796013558436,0,1,0.33382796013558436,1.21978021978022,TRUE,52.16555827541189,48.59984669618352,0.07336878244738128,0.07080209746771308,2025-06-09
"8346288771, 8346321736",Dota 2 PGL Wallachia Season 5,2025-06-23,Xtreme Gaming,Betboom Team,1.970873786407767,1.7575757575757576,-103,-132,0,0,2,NA,NA,58,NA,2025-06-23,0 - 2,0,2,2,2025-06-23T07:00:12Z,2025-06-23T07:51:04Z,76904792_129958758_137129583_157475523_898754153,165564598_196878136_317880638_331855530_480412663,TRUE,0.471395881006865,0,0.4274453049131186,0,0.008326892601564865,2,0.008326892601564865,1.7575757575757576,TRUE,52.49463176121495,52.16555827541189,0.006308251970882587,0.006288438232464419,2025-06-09
"8347555793, 8347598015",Dota 2 PGL Wallachia Season 5,2025-06-24,Aurora,Tundra Esports,2.45,1.5,145,-200,0,0,1,NA,NA,58,NA,2025-06-24,2 - 0,2,0,2,2025-06-24T07:00:16Z,2025-06-24T08:06:25Z,108958769_124801257_256156323_431770905_858106446,86698277_93618577_103735745_127617979_136829091,FALSE,0.379746835443038,1,0.5543194635067105,0.2469535762699591,0,1,0.2469535762699591,2.45,TRUE,135.80826855914407,100,0.3580826855914407,0.3060739150527579,2025-06-23
"8347800900, 8347888740, 8347988030",Dota 2 PGL Wallachia Season 5,2025-06-24,Edge,Heroic,2.22,1.598802395209581,122,-167,NA,NA,2,NA,NA,58,NA,2025-06-24,1 - 2,1,2,3,2025-06-24T12:02:12Z,2025-06-24T14:25:06Z,87278757_138177198_248180032_399920568_1171243748,81306398_131303632_157989498_177203952_292921272,TRUE,0.41866591400884373,0,0.5133525398485496,0.1144611790686722,0,1,0.1144611790686722,2.22,FALSE,120.26349401258955,135.80826855914407,-0.11446117906867226,-0.12155898202984804,2025-06-23
"8347930251, 8348061758, 8348169109",Dota 2 PGL Wallachia Season 5,2025-06-24,Natus Vincere,Betboom Team,2.88,1.3703703703703702,188,-270,NA,NA,1,NA,NA,58,NA,2025-06-24,2 - 1,2,1,3,2025-06-24T13:45:37Z,2025-06-24T16:36:50Z,115651292_167976729_190826739_320219866_346412363,165564598_196878136_317880638_331855530_480412663,FALSE,0.3224119902405018,1,0.27131935303169746,0,0,0,0,1,NA,120.26349401258955,120.26349401258955,0,0,2025-06-23
"8347662424, 8347728041, 8347812621",Dota 2 PGL Wallachia Season 5,2025-06-24,Team Liquid,Team Tidebound,2,1.6993006993006992,100,-143,NA,NA,1,NA,NA,58,NA,2025-06-24,2 - 1,2,1,3,2025-06-24T09:30:34Z,2025-06-24T12:13:39Z,77490514_126212866_140288368_152962063_201358612,111114687_118134220_150961567_173978074_320252024,FALSE,0.4593572778827977,1,0.5061325043004299,0.012265008600859773,0,1,0.012265008600859773,2,TRUE,121.73852680102341,120.26349401258955,0.012265008600859823,0.012190402790686507,2025-06-23
"8347555803, 8347599405",Dota 2 PGL Wallachia Season 5,2025-06-24,Wildcard Gaming,Og,2.04,1.6993006993006992,104,-143,0,0,1,NA,NA,58,NA,2025-06-24,2 - 0,2,0,2,2025-06-24T07:00:05Z,2025-06-24T08:06:11Z,81475303_90423751_154974246_160119017_191362875,96803083_104334048_164962869_374875067_919735867,FALSE,0.4544434470377019,1,0.3259207403580668,0,0.20801260092989748,2,0.20801260092989748,1.6993006993006992,FALSE,96.4153792077685,121.73852680102341,-0.2080126009298975,-0.23320979755930288,2025-06-23
"8347641930, 8347720251",Dota 2 PGL Wallachia Season 5,2025-06-24,Xtreme Gaming,Nigma Galaxy,1.4405286343612334,2.63,-227,163,NA,NA,1,NA,NA,58,NA,2025-06-24,2 - 0,2,0,2,2025-06-24T09:04:14Z,2025-06-24T10:39:49Z,76904792_129958758_137129583_157475523_898754153,101356886_111620041_140297552_152168157_206642367,TRUE,0.6461077261068603,1,0.6533166238160173,0,0,0,0,1,NA,96.4153792077685,96.4153792077685,0,0,2025-06-23
"8349178884, 8349274933, 8349374547",Dota 2 PGL Wallachia Season 5,2025-06-25,Team Tidebound,Betboom Team,1.8130081300813008,1.9090909090909092,-123,-110,NA,NA,2,NA,NA,58,NA,2025-06-25,1 - 2,1,2,3,2025-06-25T13:38:44Z,2025-06-25T16:00:05Z,111114687_118134220_150961567_173978074_320252024,165564598_196878136_317880638_331855530_480412663,FALSE,0.5129070691024623,0,0.42078168178076264,0,0.11635846826039857,2,0.11635846826039857,1.9090909090909092,TRUE,106.6142390635516,96.4153792077685,0.10578042569127129,0.1005513532740396,2025-06-23
"8348814462, 8348856467, 8348928549",Dota 2 PGL Wallachia Season 5,2025-06-25,Wildcard Gaming,Tundra Esports,4.26,1.1700680272108843,326,-588,0,0,2,NA,NA,58,NA,2025-06-25,1 - 2,1,2,3,2025-06-25T07:01:15Z,2025-06-25T09:40:47Z,81475303_90423751_154974246_160119017_191362875,86698277_93618577_103735745_127617979_136829091,TRUE,0.21547944175791134,0,0.21913862279070784,0,0,0,0,1,NA,106.6142390635516,106.6142390635516,0,0,2025-06-23
"8348987197, 8349062942",Dota 2 PGL Wallachia Season 5,2025-06-25,Xtreme Gaming,Heroic,1.3703703703703702,2.87,-270,187,NA,NA,1,NA,NA,58,NA,2025-06-25,2 - 0,2,0,2,2025-06-25T10:51:41Z,2025-06-25T12:04:22Z,76904792_129958758_137129583_157475523_898754153,81306398_131303632_157989498_177203952_292921272,TRUE,0.6768276705389117,1,0.6421349906944004,0,0.014477313747096775,2,0.014477313747096775,2.87,FALSE,105.07075127472058,106.6142390635516,-0.014477313747096756,-0.014583132610784753,2025-06-23
"8350525703, 8350615853, 8350698344",Dota 2 PGL Wallachia Season 5,2025-06-26,Aurora,Team Liquid,1.5714285714285714,2.27,-175,127,NA,NA,2,NA,NA,58,NA,2025-06-26,1 - 2,1,2,3,2025-06-26T14:46:24Z,2025-06-26T16:51:46Z,108958769_124801257_256156323_431770905_858106446,54580962_77490514_126212866_152962063_201358612,FALSE,0.5909259947936035,0,0.5375602164991024,0,0.039164022477982396,2,0.039164022477982396,2.27,TRUE,110.29679272089169,105.07075127472058,0.04973830854703772,0.04854090315128327,2025-06-23
"8350065447, 8350133577, 8350191116",Dota 2 PGL Wallachia Season 5,2025-06-26,Gaimin Gladiators,Tundra Esports,1.7692307692307692,1.9523809523809523,-130,-105,0,0,1,NA,NA,58,NA,2025-06-26,2 - 1,2,1,3,2025-06-26T07:01:38Z,2025-06-26T09:52:13Z,16497807_93817671_97590558_171262902_221666230,86698277_93618577_103735745_127617979_136829091,TRUE,0.5246062992125985,1,0.5875817239859383,0.0514379651676581,0,1,0.0514379651676581,1.7692307692307692,TRUE,114.66097932249295,110.29679272089169,0.039567665513583206,0.03880492048655065,2025-06-23
"8350256686, 8350324469, 8350406925",Dota 2 PGL Wallachia Season 5,2025-06-26,Natus Vincere,Xtreme Gaming,2.08,1.6711409395973154,108,-149,NA,NA,2,NA,NA,58,NA,2025-06-26,1 - 2,1,2,3,2025-06-26T11:05:22Z,2025-06-26T13:16:23Z,115651292_167976729_190826739_320219866_346412363,76904792_129958758_137129583_157475523_898754153,TRUE,0.44550203964789237,0,0.3247837272675103,0,0.19128851910389938,2,0.19128851910389938,1.6711409395973154,TRUE,129.38133431148793,114.66097932249295,0.12838155644557017,0.12078435513935866,2025-06-23
"8350783354, 8350860469",Dota 2 PGL Wallachia Season 5,2025-06-26,Team Spirit,Betboom Team,1.4405286343612334,2.6,-227,160,NA,NA,2,NA,NA,58,NA,2025-06-26,0 - 2,0,2,2,2025-06-26T18:01:18Z,2025-06-26T19:10:19Z,106305042_113331514_302214028_321580662_847565596,165564598_196878136_317880638_331855530_480412663,FALSE,0.643480156999564,0,0.5258743437008386,0,0.14545419148613722,2,0.14545419148613722,2.6,TRUE,159.4918261125681,129.38133431148793,0.23272670637781964,0.20922855028575094,2025-06-23
"8351434122, 8351493416",Dota 2 PGL Wallachia Season 5,2025-06-27,Aurora,Team Spirit,2.19,1.62111801242236,119,-161,NA,NA,2,NA,NA,58,NA,2025-06-27,0 - 2,0,2,2,2025-06-27T09:17:47Z,2025-06-27T10:26:30Z,108958769_124801257_256156323_431770905_858106446,106305042_113331514_302214028_321580662_847565596,TRUE,0.4253654720578888,0,0.46631504464126017,0.017840292238957743,0,1,0.017840292238957743,2.19,FALSE,156.64644532499486,159.4918261125681,-0.01784029223895775,-0.018001348656796666,2025-06-23
"8351581412, 8351671662",Dota 2 PGL Wallachia Season 5,2025-06-27,Gaimin Gladiators,Xtreme Gaming,1.510204081632653,2.3899999999999997,-196,139,NA,NA,1,NA,NA,58,NA,2025-06-27,2 - 0,2,0,2,2025-06-27T12:01:16Z,2025-06-27T13:10:24Z,16497807_93817671_97590558_171262902_221666230,76904792_129958758_137129583_157475523_898754153,TRUE,0.6127884464444561,1,0.5962478814144215,0,0,0,0,1,NA,156.64644532499486,156.64644532499486,0,0,2025-06-23
"8351766645, 8351873273, 8351977685",Dota 2 PGL Wallachia Season 5,2025-06-27,Team Liquid,Betboom Team,2.06,1.6896551724137931,106,-145,NA,NA,1,NA,NA,58,NA,2025-06-27,2 - 1,2,1,3,2025-06-27T14:22:20Z,2025-06-27T16:49:42Z,54580962_77490514_126212866_152962063_201358612,165564598_196878136_317880638_331855530_480412663,FALSE,0.45061614861136656,1,0.4547017309002924,0,0,0,0,1,NA,156.64644532499486,156.64644532499486,0,0,2025-06-23
"8351333765, 8351376797",Dota 2 PGL Wallachia Season 5,2025-06-27,Tundra Esports,Natus Vincere,1.3205128205128205,3.15,-312,215,0,0,2,NA,NA,58,NA,2025-06-27,0 - 2,0,2,2,2025-06-27T07:01:44Z,2025-06-27T08:03:33Z,86698277_93618577_103735745_127617979_136829091,115651292_167976729_190826739_320219866_346412363,FALSE,0.7046171494121022,0,0.6661395370684535,0,0.024028120109009943,2,0.024028120109009943,3.15,TRUE,164.7388724712695,156.64644532499486,0.05166045823437143,0.05037030388549069,2025-06-23
"8352813519, 8352883265",Dota 2 PGL Wallachia Season 5,2025-06-28,Betboom Team,Natus Vincere,1.5405405405405406,2.33,-185,133,NA,NA,1,NA,NA,58,NA,2025-06-28,2 - 0,2,0,2,2025-06-28T09:30:42Z,2025-06-28T10:38:25Z,165564598_196878136_317880638_331855530_480412663,115651292_167976729_190826739_320219866_346412363,TRUE,0.6019831017387054,1,0.7104318072101242,0.17473065054885403,0,1,0.17473065054885403,1.5405405405405406,TRUE,180.2982942861828,164.7388724712695,0.09444900029667776,0.09025104054673848,2025-06-23
"8352960592, 8353058756",Dota 2 PGL Wallachia Season 5,2025-06-28,Gaimin Gladiators,Team Liquid,1.6711409395973154,2.08,-149,108,NA,NA,1,NA,NA,58,NA,2025-06-28,2 - 0,2,0,2,2025-06-28T11:49:49Z,2025-06-28T13:07:14Z,16497807_93817671_97590558_171262902_221666230,54580962_77490514_126212866_152962063_201358612,TRUE,0.5544979603521076,1,0.5715758563982783,0,0,0,0,1,NA,180.2982942861828,180.2982942861828,0,0,2025-06-23
"8352677382, 8352741566",Dota 2 PGL Wallachia Season 5,2025-06-28,Xtreme Gaming,Team Spirit,3.06,1.3401360544217686,206,-294,0,0,2,NA,NA,58,NA,2025-06-28,0 - 2,0,2,2,2025-06-28T07:01:38Z,2025-06-28T08:14:59Z,76904792_129958758_137129583_157475523_898754153,106305042_113331514_302214028_321580662_847565596,TRUE,0.3045669583500819,0,0.39391390742670124,0.0996973576338378,0,1,0.0996973576338378,3.06,FALSE,162.3230307599623,180.2982942861828,-0.09969735763383773,-0.10502430288793844,2025-06-23
"8359558776, 8359658954",Dota 2 FISSURE Universe: Episode 5,2025-07-03,Heroic,Team Tidebound,2.75,1.390625,175,-256,NA,NA,1,NA,NA,58,NA,2025-07-03,2 - 0,2,0,2,2025-07-03T12:05:42Z,2025-07-03T13:17:19Z,81306398_131303632_157989498_177203952_292921272,111114687_118134220_150961567_173978074_320252024,FALSE,0.33584905660377357,1,0.3405518546268365,0,0,0,0,1,NA,162.3230307599623,162.3230307599623,0,0,2025-06-23
"8359796348, 8359874584",Dota 2 FISSURE Universe: Episode 5,2025-07-03,Parivision,Team Liquid,1.2702702702702702,3.48,-370,248,NA,NA,2,NA,NA,58,NA,2025-07-03,0 - 2,0,2,2,2025-07-03T15:00:54Z,2025-07-03T16:03:19Z,56351509_73401082_106573901_164199202_1044002267,77490514_126212866_140288368_152962063_201358612,FALSE,0.7325898953117888,0,0.7069072699957051,0,0.008049475973768669,2,0.008049475973768669,3.48,TRUE,165.56343679346955,162.3230307599623,0.019962700414946306,0.019766058406905148,2025-06-23
"8359350591, 8359421741, 8359476895",Dota 2 FISSURE Universe: Episode 5,2025-07-03,Shopify Rebellion,Aurora,2.56,1.4504504504504503,156,-222,NA,NA,2,NA,NA,58,NA,2025-07-03,1 - 2,1,2,3,2025-07-03T08:01:34Z,2025-07-03T10:33:56Z,97658618_100594231_138880576_241884166_324277900,108958769_124801257_256156323_431770905_858106446,TRUE,0.36166771497888395,0,0.311766489736455,0,0,0,0,1,NA,165.56343679346955,165.56343679346955,0,0,2025-06-23
"8367494848, 8367574169",Dota 2 World Cup,2025-07-09,Betboom Team,Falcons,1.6802721088435373,1.9523809523809523,-147,-105,NA,NA,1,NA,NA,58,NA,2025-07-09,2 - 0,2,0,2,2025-07-09T11:30:02Z,2025-07-09T12:46:02Z,165564598_196878136_317880638_331855530_480412663,10366616_25907144_100058342_183719386_898455820,TRUE,0.5374531835205992,1,0.6252672388942423,0.07441008006877839,0,1,0.07441008006877839,1.6802721088435373,TRUE,105.06191020876044,100,0.050619102087604374,0.04937961144706036,2025-07-07
"8367506206, 8367567728",Dota 2 World Cup,2025-07-09,Gaimin Gladiators,Execration,1.05,8,-2000,700,NA,NA,1,NA,NA,58,NA,2025-07-09,2 - 0,2,0,2,2025-07-09T11:38:09Z,2025-07-09T12:41:01Z,16497807_93817671_97590558_171262902_221666230,100616105_337575662_389022189_399862798_861414087,TRUE,0.8839779005524862,1,0.7834176868622029,0,0.10466550072891094,2,0.10466550072891094,8,FALSE,94.06555276922465,105.06191020876044,-0.10466550072891088,-0.11055788832916742,2025-07-07
"8367891020, 8367958853",Dota 2 World Cup,2025-07-09,Heroic,Shopify Rebellion,1.6993006993006992,2.04,-143,104,NA,NA,1,NA,NA,58,NA,2025-07-09,2 - 0,2,0,2,2025-07-09T16:34:01Z,2025-07-09T17:40:00Z,81306398_131303632_157989498_177203952_292921272,97658618_100594231_138880576_241884166_324277900,TRUE,0.5455565529622981,1,0.5670893745965533,0,0,0,0,1,NA,94.06555276922465,94.06555276922465,0,0,2025-07-07
"8367953213, 8368016950",Dota 2 World Cup,2025-07-09,Parivision,Team Liquid,1.4807692307692308,2.45,-208,145,NA,NA,2,NA,NA,58,NA,2025-07-09,0 - 2,0,2,2,2025-07-09T17:32:01Z,2025-07-09T18:29:02Z,56351509_73401082_106573901_164199202_1044002267,54580962_77490514_126212866_152962063_201358612,FALSE,0.6232876712328768,0,0.6408836205995596,0,0,0,0,1,NA,94.06555276922465,94.06555276922465,0,0,2025-07-07
"8367368038, 8367416020",Dota 2 World Cup,2025-07-09,Xtreme Gaming,Natus Vincere,1.4291845493562232,2.6,-233,160,NA,NA,2,NA,NA,58,NA,2025-07-09,0 - 2,0,2,2,2025-07-09T09:00:01Z,2025-07-09T10:06:01Z,76904792_129958758_137129583_157475523_898754153,111030315_130991304_185590374_835864135_957204049,FALSE,0.6452918619514273,0,0.544276400154594,0,0.11555084974878477,2,0.11555084974878477,2.6,TRUE,111.45652005654155,94.06555276922465,0.1848813595980556,0.1696426510922512,2025-07-07
"8368604072, 8368663396",Dota 2 World Cup,2025-07-10,Team Spirit,Natus Vincere,1.130039011703511,4.9,-769,390,NA,NA,1,NA,NA,58,NA,2025-07-10,2 - 0,2,0,2,2025-07-10T09:00:01Z,2025-07-10T09:58:57Z,106305042_113331514_302214028_321580662_847565596,111030315_130991304_185590374_835864135_957204049,TRUE,0.8125983912359018,1,0.5167824192867494,0,0.3507092680756226,2,0.3507092680756226,4.9,FALSE,72.36768548525592,111.45652005654155,-0.3507092680756225,-0.43187469351939656,2025-07-07
"8369831173, 8369888320",Dota 2 World Cup,2025-07-11,Aurora,Virtus.pro,1.0699790062981105,7,-1429,600,NA,NA,1,NA,NA,58,NA,2025-07-10,2 - 0,2,0,2,2025-07-11T09:00:01Z,2025-07-11T10:09:10Z,108958769_124801257_256156323_431770905_858106446,122817493_152455523_161839895_177411785_210053851,TRUE,0.8674124176205342,1,0.6637928834342115,0,0.22557496932675325,2,0.22557496932675325,7,FALSE,56.04334705167119,72.36768548525592,-0.22557496932675322,-0.25563442087523675,2025-07-07
"8369834677, 8369893270",Dota 2 World Cup,2025-07-11,Tundra Esports,Team Yandex,1.05998800239952,7.5,-1667,650,NA,NA,1,NA,NA,58,NA,2025-07-10,2 - 0,2,0,2,2025-07-11T09:01:01Z,2025-07-11T10:11:01Z,86698277_93618577_103735745_127617979_136829091,96183976_134556694_195108598_312436974_417235485,TRUE,0.8761694523283927,1,0.599653555821742,0,0.3080920509749131,2,0.3080920509749131,7.5,FALSE,38.776837315022966,56.04334705167119,-0.30809205097491305,-0.36830235385267834,2025-07-07
"8369831173, 8369888320",Dota 2 World Cup,2025-07-11,Aurora,Virtus.pro,1.05998800239952,7.5,-1667,650,NA,NA,1,NA,NA,58,NA,2025-07-11,2 - 0,2,0,2,2025-07-11T09:00:01Z,2025-07-11T10:09:10Z,108958769_124801257_256156323_431770905_858106446,122817493_152455523_161839895_177411785_210053851,TRUE,0.8761694523283927,1,0.6637928834342115,0,0.23408513449898669,2,0.23408513449898669,7.5,FALSE,29.69975613669049,38.776837315022966,-0.2340851344989867,-0.2666842570618217,2025-07-07
"8369834677, 8369893270",Dota 2 World Cup,2025-07-11,Tundra Esports,Team Yandex,1.05998800239952,7.5,-1667,650,NA,NA,1,NA,NA,58,NA,2025-07-11,2 - 0,2,0,2,2025-07-11T09:01:01Z,2025-07-11T10:11:01Z,86698277_93618577_103735745_127617979_136829091,96183976_134556694_195108598_312436974_417235485,TRUE,0.8761694523283927,1,0.599653555821742,0,0.3080920509749131,2,0.3080920509749131,7.5,FALSE,20.549497355082753,29.69975613669049,-0.30809205097491316,-0.36830235385267834,2025-07-07
